candidate_id,name,experience_years,education_level,in_salary_expectation,in_preferred_seniority,in_preferred_industries,in_preferred_locations,in_true_skills,resume_skills_raw,in_quality_score
C00098,Candidate_98,6,Bachelor,120502,Senior,"[""Technology""]","[""Atlanta, GA""]","[""Statistics"", ""Cloud"", ""Docker"", ""Java"", ""R""]","[""stats"", ""AWS"", ""Docker"", ""java"", ""r""]",0.601
C00099,Candidate_99,1,Associate,67482,Entry,"[""Retail"", ""Consulting""]","[""New York, NY""]","[""Statistics"", ""TensorFlow"", ""Cloud"", ""Data Analysis"", ""Python"", ""Docker""]","[""Statistics"", ""TensorFlow"", ""analytics"", ""Docker""]",0.337
C00100,Candidate_100,16,Bachelor,209358,Lead,"[""Manufacturing"", ""Healthcare"", ""Retail""]","[""Atlanta, GA"", ""Chicago, IL"", ""Boston, MA""]","[""Tableau"", ""Statistics"", ""JavaScript""]","[""Tableau"", ""Statistics"", ""javascript""]",0.832
C00101,Candidate_101,5,Master,140879,Senior,"[""Education"", ""Consulting"", ""Energy""]","[""Seattle, WA"", ""Los Angeles, CA""]","[""Machine Learning"", ""Data Analysis"", ""Project Management"", ""Leadership""]","[""machine learning"", ""data analysis"", ""scrum"", ""people management""]",0.503
C00102,Candidate_102,2,Associate,115942,Mid,"[""Manufacturing"", ""Transportation"", ""Consulting""]","[""San Francisco, CA"", ""Austin, TX""]","[""SQL"", ""R"", ""Python""]","[""sql"", ""R"", ""Python3""]",0.732
C00103,Candidate_103,20,Bachelor,193190,Lead,"[""Technology""]","[""New York, NY"", ""Chicago, IL"", ""Boston, MA""]","[""NLP"", ""Docker"", ""Machine Learning""]","[""kubernetes"", ""deep learning""]",0.552
C00104,Candidate_104,7,Master,125312,Senior,"[""Education"", ""Manufacturing""]","[""Austin, TX""]","[""Java"", ""JavaScript"", ""Leadership"", ""SQL"", ""TensorFlow"", ""Tableau"", ""Statistics""]","[""java"", ""react"", ""people management"", ""TensorFlow"", ""data visualization"", ""statistics""]",0.709
C00105,Candidate_105,14,Master,198959,Lead,"[""Manufacturing"", ""Retail"", ""Healthcare""]","[""Austin, TX""]","[""Statistics"", ""Project Management"", ""Docker"", ""Java""]","[""statistical analysis"", ""agile"", ""Docker"", ""Java""]",0.59
C00106,Candidate_106,20,Bachelor,183811,Lead,"[""Healthcare""]","[""Chicago, IL"", ""Austin, TX"", ""San Francisco, CA""]","[""SQL"", ""Python"", ""JavaScript"", ""Leadership"", ""Java"", ""Statistics""]","[""sql"", ""python"", ""Java"", ""Statistics""]",0.532
C00107,Candidate_107,14,Master,175591,Lead,"[""Finance"", ""Consulting"", ""Energy""]","[""Remote""]","[""Communication"", ""Excel"", ""TensorFlow"", ""Leadership"", ""JavaScript"", ""Tableau"", ""Data Analysis""]","[""Communication"", ""Excel"", ""TensorFlow"", ""team lead"", ""js"", ""Tableau""]",0.728
C00108,Candidate_108,6,Bachelor,137013,Senior,"[""Energy"", ""Healthcare"", ""Finance""]","[""New York, NY"", ""Boston, MA"", ""Austin, TX"", ""Los Angeles, CA""]","[""R"", ""Statistics"", ""Tableau""]","[""r"", ""Statistics"", ""tableau""]",0.22
C00109,Candidate_109,1,Bachelor,75995,Entry,"[""Energy"", ""Transportation""]","[""Chicago, IL"", ""Boston, MA"", ""Denver, CO"", ""Los Angeles, CA""]","[""Cloud"", ""TensorFlow"", ""Python"", ""NLP"", ""JavaScript""]","[""cloud"", ""tf"", ""py"", ""text mining"", ""react""]",0.542
C00110,Candidate_110,7,Master,135556,Senior,"[""Transportation"", ""Consulting""]","[""Austin, TX""]","[""SQL"", ""Cloud"", ""Data Analysis"", ""Leadership""]","[""Cloud"", ""Data Analysis"", ""people management""]",0.597
C00111,Candidate_111,0,PhD,72115,Entry,"[""Healthcare""]","[""Denver, CO"", ""San Francisco, CA"", ""Remote"", ""Seattle, WA""]","[""SQL"", ""Project Management"", ""TensorFlow""]","[""SQL"", ""agile"", ""tensorflow""]",0.647
C00112,Candidate_112,16,Master,216311,Lead,"[""Transportation"", ""Energy"", ""Education""]","[""Remote""]","[""Cloud"", ""Machine Learning"", ""NLP"", ""Communication"", ""Excel"", ""Statistics""]","[""gcp"", ""communication"", ""spreadsheets"", ""stats""]",0.506
C00113,Candidate_113,8,PhD,173664,Senior,"[""Finance"", ""Energy""]","[""San Francisco, CA""]","[""NLP"", ""Leadership"", ""Java""]","[""NLP"", ""Java""]",0.303
C00114,Candidate_114,14,Associate,198557,Lead,"[""Manufacturing""]","[""San Francisco, CA""]","[""Python"", ""Docker"", ""Communication""]","[""Python"", ""Docker"", ""presentation""]",0.642
C00115,Candidate_115,20,Master,206130,Lead,"[""Technology"", ""Manufacturing"", ""Finance""]","[""Denver, CO""]","[""Statistics"", ""Data Analysis"", ""Java"", ""Project Management""]","[""statistical analysis"", ""Data Analysis"", ""java"", ""PM""]",0.415
C00116,Candidate_116,18,Bachelor,234057,Lead,"[""Retail""]","[""Atlanta, GA"", ""Seattle, WA"", ""New York, NY"", ""Chicago, IL""]","[""NLP"", ""Cloud"", ""SQL"", ""Excel"", ""TensorFlow"", ""Machine Learning"", ""JavaScript""]","[""natural language processing"", ""Cloud"", ""MySQL"", ""spreadsheets"", ""tf"", ""deep learning"", ""javascript""]",0.686
C00117,Candidate_117,5,Bachelor,172737,Senior,"[""Finance"", ""Transportation""]","[""Remote"", ""San Francisco, CA"", ""Los Angeles, CA"", ""New York, NY""]","[""TensorFlow"", ""Machine Learning"", ""Leadership"", ""Cloud"", ""NLP"", ""Project Management""]","[""cloud"", ""nlp"", ""PM""]",0.648
C00118,Candidate_118,3,Bachelor,109616,Mid,"[""Manufacturing"", ""Healthcare"", ""Technology""]","[""San Francisco, CA"", ""Boston, MA"", ""Seattle, WA"", ""Remote""]","[""Project Management"", ""R"", ""NLP"", ""Excel"", ""SQL"", ""Docker"", ""TensorFlow""]","[""agile"", ""text mining"", ""SQL"", ""Docker""]",0.588
C00119,Candidate_119,15,Bachelor,211015,Lead,"[""Energy"", ""Retail"", ""Consulting""]","[""Denver, CO"", ""Seattle, WA"", ""Remote"", ""San Francisco, CA""]","[""Cloud"", ""Excel"", ""SQL"", ""TensorFlow""]","[""gcp"", ""spreadsheets"", ""PostgreSQL"", ""pytorch""]",0.822
C00120,Candidate_120,0,Master,54616,Entry,"[""Transportation"", ""Technology"", ""Healthcare""]","[""Remote"", ""Boston, MA""]","[""Java"", ""Data Analysis"", ""Leadership"", ""Docker"", ""Excel"", ""NLP"", ""Cloud""]","[""Java"", ""Data Analysis"", ""people management"", ""kubernetes"", ""spreadsheets"", ""NLP"", ""Cloud""]",0.769
C00121,Candidate_121,19,Bachelor,165254,Lead,"[""Finance""]","[""Chicago, IL""]","[""SQL"", ""Excel"", ""Leadership"", ""Statistics"", ""Data Analysis"", ""Project Management""]","[""MySQL"", ""spreadsheets"", ""people management"", ""stats"", ""PM""]",0.437
C00122,Candidate_122,2,Master,131520,Mid,"[""Finance"", ""Education"", ""Consulting""]","[""Chicago, IL"", ""San Francisco, CA"", ""Atlanta, GA"", ""Seattle, WA""]","[""Docker"", ""Tableau"", ""TensorFlow"", ""Statistics"", ""Project Management""]","[""Docker"", ""tableau"", ""tf"", ""Project Management""]",0.322
C00123,Candidate_123,8,Associate,153289,Senior,"[""Technology""]","[""Denver, CO"", ""Remote""]","[""Excel"", ""SQL"", ""Cloud"", ""Python""]","[""spreadsheets"", ""MySQL"", ""azure"", ""python""]",0.8
C00124,Candidate_124,19,Bachelor,203509,Lead,"[""Technology""]","[""Denver, CO"", ""San Francisco, CA""]","[""Communication"", ""Tableau"", ""Python""]","[""communication"", ""data visualization""]",0.936
C00125,Candidate_125,15,Bachelor,191330,Lead,"[""Retail"", ""Healthcare"", ""Finance""]","[""Los Angeles, CA"", ""San Francisco, CA""]","[""JavaScript"", ""R"", ""NLP""]","[""r"", ""NLP""]",0.483
C00126,Candidate_126,15,Master,204885,Lead,"[""Consulting"", ""Retail"", ""Technology""]","[""Seattle, WA"", ""Chicago, IL"", ""Atlanta, GA""]","[""Communication"", ""Leadership"", ""Tableau"", ""Data Analysis"", ""Machine Learning""]","[""Communication"", ""data visualization"", ""data analysis""]",0.637
C00127,Candidate_127,19,Bachelor,160614,Lead,"[""Retail"", ""Media""]","[""Los Angeles, CA"", ""New York, NY""]","[""Python"", ""Cloud"", ""Project Management""]","[""Python3"", ""azure"", ""Project Management""]",0.448
C00128,Candidate_128,17,Master,172005,Lead,"[""Finance"", ""Energy""]","[""Atlanta, GA"", ""Chicago, IL"", ""Boston, MA"", ""Denver, CO""]","[""Cloud"", ""Communication"", ""Statistics""]","[""AWS"", ""communication""]",0.492
C00129,Candidate_129,11,Bachelor,209156,Lead,"[""Education""]","[""Los Angeles, CA""]","[""NLP"", ""Machine Learning"", ""JavaScript"", ""TensorFlow"", ""SQL""]","[""NLP"", ""AI/ML"", ""node.js"", ""tf"", ""postgres""]",0.95
C00130,Candidate_130,1,Bachelor,67776,Entry,"[""Media"", ""Consulting"", ""Technology""]","[""Remote""]","[""Communication"", ""Statistics"", ""Python"", ""TensorFlow"", ""NLP"", ""Excel""]","[""communication"", ""stats"", ""Python"", ""Excel""]",0.658
C00131,Candidate_131,18,Bachelor,187596,Lead,"[""Consulting"", ""Technology""]","[""New York, NY""]","[""Leadership"", ""Communication"", ""SQL"", ""Statistics""]","[""presentation"", ""SQL"", ""Statistics""]",0.606
C00132,Candidate_132,2,Bachelor,116931,Mid,"[""Transportation"", ""Technology"", ""Consulting""]","[""Los Angeles, CA"", ""Denver, CO"", ""Austin, TX"", ""Remote""]","[""Communication"", ""Statistics"", ""Project Management""]","[""communication"", ""statistics"", ""Project Management""]",0.616
C00133,Candidate_133,14,Bachelor,166846,Lead,"[""Transportation""]","[""New York, NY""]","[""Communication"", ""Statistics"", ""Machine Learning"", ""Java"", ""Leadership"", ""JavaScript"", ""SQL""]","[""presentation"", ""statistics"", ""Machine Learning"", ""Java"", ""node.js"", ""MySQL""]",0.407
C00134,Candidate_134,10,Bachelor,214445,Lead,"[""Finance""]","[""Austin, TX"", ""Los Angeles, CA"", ""San Francisco, CA""]","[""Data Analysis"", ""JavaScript"", ""SQL""]","[""JavaScript"", ""SQL""]",0.651
C00135,Candidate_135,9,Bachelor,151896,Senior,"[""Consulting""]","[""Remote"", ""Boston, MA"", ""Atlanta, GA""]","[""Statistics"", ""NLP"", ""Project Management""]","[""stats"", ""text mining"", ""agile""]",0.875
C00136,Candidate_136,0,Master,68033,Entry,"[""Technology"", ""Retail"", ""Education""]","[""Boston, MA"", ""San Francisco, CA""]","[""Data Analysis"", ""Leadership"", ""Machine Learning""]","[""analytics"", ""Leadership"", ""deep learning""]",0.817
C00137,Candidate_137,13,High School,173082,Lead,"[""Manufacturing"", ""Education"", ""Consulting""]","[""Austin, TX"", ""New York, NY"", ""Atlanta, GA"", ""Denver, CO""]","[""JavaScript"", ""Communication"", ""NLP"", ""R"", ""Docker""]","[""communication"", ""nlp"", ""Docker""]",0.521
C00138,Candidate_138,1,Bachelor,84650,Entry,"[""Finance"", ""Retail"", ""Education""]","[""Chicago, IL"", ""Denver, CO"", ""Boston, MA""]","[""Project Management"", ""Leadership"", ""Python"", ""JavaScript"", ""R"", ""Tableau""]","[""PM"", ""people management"", ""Python"", ""javascript"", ""R"", ""data visualization""]",0.463
C00139,Candidate_139,8,Master,177274,Senior,"[""Healthcare""]","[""San Francisco, CA"", ""Los Angeles, CA""]","[""Statistics"", ""Tableau"", ""Excel"", ""Python"", ""Leadership"", ""Machine Learning""]","[""Statistics"", ""dataviz"", ""excel"", ""py"", ""leadership"", ""ML""]",0.698
C00140,Candidate_140,11,Master,206511,Lead,"[""Finance""]","[""Atlanta, GA""]","[""JavaScript"", ""Cloud"", ""SQL"", ""NLP"", ""Tableau""]","[""PostgreSQL"", ""nlp"", ""dataviz""]",0.602
C00141,Candidate_141,16,Master,172848,Lead,"[""Energy""]","[""Boston, MA"", ""Chicago, IL"", ""Denver, CO""]","[""R"", ""Excel"", ""Communication"", ""Machine Learning"", ""Python""]","[""R"", ""excel"", ""Communication"", ""AI/ML"", ""Python""]",0.579
C00142,Candidate_142,12,Bachelor,212317,Lead,"[""Manufacturing"", ""Media""]","[""Seattle, WA"", ""Austin, TX"", ""Denver, CO"", ""San Francisco, CA""]","[""Java"", ""TensorFlow"", ""Excel"", ""NLP"", ""Python"", ""SQL"", ""Machine Learning""]","[""Java"", ""TensorFlow"", ""excel"", ""nlp"", ""Python"", ""postgres"", ""Machine Learning""]",0.483
C00143,Candidate_143,17,PhD,175326,Lead,"[""Manufacturing"", ""Transportation""]","[""Remote"", ""Chicago, IL"", ""New York, NY"", ""Denver, CO""]","[""JavaScript"", ""Excel"", ""Communication""]","[""javascript"", ""spreadsheets"", ""communication""]",0.72
C00144,Candidate_144,7,Master,174424,Senior,"[""Healthcare""]","[""Austin, TX"", ""Chicago, IL""]","[""Tableau"", ""Leadership"", ""R"", ""JavaScript"", ""Communication"", ""Java""]","[""dataviz"", ""people management"", ""R programming"", ""JavaScript"", ""Java""]",0.606
C00145,Candidate_145,16,Bachelor,202886,Lead,"[""Consulting"", ""Manufacturing""]","[""Remote"", ""Boston, MA""]","[""R"", ""JavaScript"", ""Communication"", ""SQL""]","[""r"", ""javascript"", ""communication"", ""PostgreSQL""]",0.591
C00146,Candidate_146,1,Master,72522,Entry,"[""Finance""]","[""Chicago, IL"", ""Remote"", ""Boston, MA""]","[""Docker"", ""Tableau"", ""Project Management"", ""Leadership"", ""Communication""]","[""docker"", ""agile"", ""team lead"", ""communication""]",0.601
C00147,Candidate_147,15,Bachelor,184527,Lead,"[""Technology""]","[""Los Angeles, CA""]","[""Project Management"", ""JavaScript"", ""Data Analysis""]","[""scrum"", ""react""]",0.658
C00148,Candidate_148,17,Master,203411,Lead,"[""Consulting"", ""Media""]","[""Denver, CO"", ""Austin, TX""]","[""Leadership"", ""Data Analysis"", ""Docker"", ""Java"", ""Communication"", ""SQL""]","[""people management"", ""data analysis"", ""Java"", ""presentation"", ""sql""]",0.446
C00149,Candidate_149,0,High School,73335,Entry,"[""Finance""]","[""Los Angeles, CA"", ""San Francisco, CA"", ""New York, NY""]","[""Tableau"", ""JavaScript"", ""R"", ""Java""]","[""Tableau"", ""r"", ""Java""]",0.438
C00150,Candidate_150,18,PhD,152934,Lead,"[""Technology""]","[""New York, NY"", ""Los Angeles, CA"", ""Chicago, IL""]","[""Excel"", ""R"", ""SQL"", ""Tableau"", ""Python""]","[""excel"", ""r"", ""Tableau"", ""python""]",0.214
C00151,Candidate_151,13,Bachelor,197511,Lead,"[""Healthcare"", ""Education""]","[""Boston, MA"", ""Austin, TX"", ""Seattle, WA""]","[""Data Analysis"", ""Statistics"", ""Java"", ""Machine Learning"", ""Tableau"", ""JavaScript"", ""R""]","[""data analysis"", ""Statistics"", ""java"", ""data visualization"", ""js""]",0.646
C00152,Candidate_152,2,Master,92548,Mid,"[""Energy"", ""Consulting"", ""Finance""]","[""Atlanta, GA"", ""Los Angeles, CA"", ""Chicago, IL""]","[""SQL"", ""Excel"", ""Leadership"", ""Data Analysis"", ""Communication""]","[""MySQL"", ""spreadsheets"", ""Data Analysis"", ""communication""]",0.884
C00153,Candidate_153,6,Bachelor,142793,Senior,"[""Finance"", ""Technology"", ""Retail""]","[""Austin, TX"", ""Seattle, WA""]","[""JavaScript"", ""Machine Learning"", ""Tableau"", ""NLP"", ""Data Analysis"", ""Java"", ""R""]","[""JavaScript"", ""machine learning"", ""data visualization"", ""NLP"", ""Java"", ""r""]",0.752
C00154,Candidate_154,15,Master,218025,Lead,"[""Energy""]","[""Atlanta, GA"", ""Seattle, WA"", ""San Francisco, CA"", ""Remote""]","[""Machine Learning"", ""Java"", ""Docker"", ""Leadership""]","[""deep learning"", ""Java"", ""Docker"", ""team lead""]",0.593
C00155,Candidate_155,20,Bachelor,215807,Lead,"[""Energy"", ""Transportation"", ""Media""]","[""Remote"", ""Seattle, WA"", ""Denver, CO""]","[""Machine Learning"", ""Project Management"", ""Java"", ""Leadership"", ""Python""]","[""deep learning"", ""scrum"", ""Java"", ""people management"", ""python""]",0.426
C00156,Candidate_156,16,High School,177616,Lead,"[""Education""]","[""Seattle, WA"", ""Remote"", ""San Francisco, CA""]","[""Cloud"", ""Data Analysis"", ""Excel"", ""Communication"", ""JavaScript"", ""Python"", ""Statistics""]","[""cloud"", ""Data Analysis"", ""Excel"", ""communication"", ""python"", ""Statistics""]",0.541
C00157,Candidate_157,0,Master,66133,Entry,"[""Consulting""]","[""Atlanta, GA"", ""Denver, CO""]","[""Statistics"", ""R"", ""Project Management"", ""JavaScript"", ""Machine Learning""]","[""statistical analysis"", ""R programming"", ""scrum"", ""JavaScript"", ""machine learning""]",0.499
C00158,Candidate_158,14,Master,195742,Lead,"[""Consulting""]","[""Remote"", ""Seattle, WA"", ""New York, NY""]","[""Python"", ""Communication"", ""R"", ""Java"", ""Machine Learning"", ""Tableau"", ""Cloud""]","[""Python"", ""communication"", ""R programming"", ""Java"", ""ML"", ""Tableau"", ""cloud""]",0.648
C00159,Candidate_159,0,Master,63950,Entry,"[""Transportation""]","[""San Francisco, CA""]","[""Communication"", ""Cloud"", ""Machine Learning"", ""Statistics""]","[""Communication"", ""AWS"", ""deep learning"", ""statistical analysis""]",0.556
C00160,Candidate_160,19,Bachelor,244615,Lead,"[""Education"", ""Media"", ""Transportation""]","[""Seattle, WA"", ""Chicago, IL""]","[""JavaScript"", ""Cloud"", ""Tableau"", ""Communication""]","[""js"", ""gcp"", ""dataviz"", ""presentation""]",0.661
C00161,Candidate_161,1,Master,68657,Entry,"[""Finance"", ""Transportation"", ""Healthcare""]","[""Austin, TX""]","[""Tableau"", ""Project Management"", ""Docker"", ""Cloud"", ""JavaScript"", ""Data Analysis"", ""TensorFlow""]","[""dataviz"", ""scrum"", ""docker"", ""gcp"", ""js"", ""tf""]",0.533
C00162,Candidate_162,17,Master,234137,Lead,"[""Manufacturing"", ""Healthcare""]","[""New York, NY"", ""Denver, CO""]","[""Machine Learning"", ""Excel"", ""Docker"", ""SQL"", ""Java"", ""Data Analysis""]","[""AI/ML"", ""excel"", ""k8s"", ""sql"", ""Java"", ""analytics""]",0.391
C00163,Candidate_163,19,Master,201562,Lead,"[""Retail""]","[""Chicago, IL"", ""Los Angeles, CA""]","[""Leadership"", ""Machine Learning"", ""Docker"", ""Statistics"", ""SQL"", ""R""]","[""team lead"", ""ML"", ""kubernetes"", ""statistical analysis"", ""sql"", ""R""]",0.851
C00164,Candidate_164,20,Bachelor,157447,Lead,"[""Finance"", ""Retail""]","[""Los Angeles, CA"", ""Remote"", ""Atlanta, GA"", ""Austin, TX""]","[""NLP"", ""Data Analysis"", ""Statistics"", ""TensorFlow"", ""Project Management"", ""Tableau"", ""Machine Learning""]","[""natural language processing"", ""Statistics"", ""tableau"", ""deep learning""]",0.393
C00165,Candidate_165,17,Bachelor,183571,Lead,"[""Healthcare""]","[""Austin, TX"", ""Denver, CO""]","[""TensorFlow"", ""NLP"", ""Tableau"", ""Leadership"", ""SQL"", ""Cloud"", ""JavaScript""]","[""TensorFlow"", ""nlp"", ""dataviz"", ""leadership"", ""MySQL"", ""gcp"", ""react""]",0.408
C00166,Candidate_166,8,Master,140697,Senior,"[""Technology"", ""Manufacturing"", ""Healthcare""]","[""Boston, MA""]","[""SQL"", ""Leadership"", ""Excel""]","[""SQL"", ""spreadsheets""]",0.484
C00167,Candidate_167,0,Bachelor,71131,Entry,"[""Education""]","[""Los Angeles, CA""]","[""Tableau"", ""Project Management"", ""Statistics"", ""Data Analysis"", ""JavaScript""]","[""scrum"", ""statistics"", ""data analytics"", ""react""]",0.511
C00168,Candidate_168,0,Bachelor,61121,Entry,"[""Finance"", ""Media""]","[""Atlanta, GA"", ""Boston, MA"", ""San Francisco, CA"", ""Remote""]","[""Tableau"", ""Communication"", ""SQL"", ""Docker"", ""Project Management"", ""Cloud""]","[""dataviz"", ""Communication"", ""SQL"", ""kubernetes"", ""PM"", ""Cloud""]",0.713
C00169,Candidate_169,12,Master,173345,Lead,"[""Technology""]","[""Atlanta, GA"", ""Seattle, WA"", ""New York, NY"", ""Austin, TX""]","[""Excel"", ""SQL"", ""Data Analysis"", ""Communication"", ""Statistics""]","[""spreadsheets"", ""sql"", ""data analytics"", ""presentation"", ""stats""]",0.654
C00170,Candidate_170,9,Bachelor,135525,Senior,"[""Transportation"", ""Education""]","[""Remote"", ""New York, NY""]","[""NLP"", ""Project Management"", ""TensorFlow"", ""Python""]","[""NLP"", ""PM""]",0.526
C00171,Candidate_171,16,Master,232464,Lead,"[""Consulting"", ""Energy"", ""Education""]","[""Denver, CO"", ""San Francisco, CA""]","[""Statistics"", ""Excel"", ""TensorFlow""]","[""statistical analysis"", ""spreadsheets"", ""TensorFlow""]",0.671
